@relation pcrs
@attribute student_num integer
@attribute a1 real
@attribute a2 real
@attribute a3 real
@attribute course real
@attribute exm real
@attribute is_online integer
@attribute la35_c real
@attribute la35_np integer
@attribute la35_s integer
@attribute la35_ts integer
@attribute la36_c real
@attribute la36_np integer
@attribute la36_nrp integer
@attribute la36_s integer
@attribute la36_ts integer
@attribute la37_c real
@attribute la37_np integer
@attribute la37_s integer
@attribute la37_ts integer
@attribute la39_c real
@attribute la39_np integer
@attribute la39_s integer
@attribute la39_ts integer
@attribute la41_c real
@attribute la41_np integer
@attribute la41_s integer
@attribute la41_ts integer
@attribute la42_c real
@attribute la42_np integer
@attribute la42_s integer
@attribute la42_ts integer
@attribute la45_c real
@attribute la45_np integer
@attribute la45_nrp integer
@attribute la45_s integer
@attribute la45_ts integer
@attribute la47_c real
@attribute la47_np integer
@attribute la47_s integer
@attribute la47_ts integer
@attribute la48_c real
@attribute la48_np integer
@attribute la48_nrf integer
@attribute la48_nrp integer
@attribute la48_s integer
@attribute la48_ts integer
@attribute la49_c real
@attribute la49_np integer
@attribute la49_s integer
@attribute la49_ts integer
@attribute la50_c real
@attribute la50_np integer
@attribute la50_s integer
@attribute la50_ts integer
@attribute la52_c real
@attribute la52_np integer
@attribute la52_s integer
@attribute la52_ts integer
@attribute la54_c real
@attribute la54_np integer
@attribute la54_s integer
@attribute la54_ts integer
@attribute la55_c real
@attribute la55_np integer
@attribute la55_s integer
@attribute la55_ts integer
@attribute la56_c real
@attribute la56_np integer
@attribute la56_nrp integer
@attribute la56_s integer
@attribute la56_ts integer
@attribute la57_c real
@attribute la57_np integer
@attribute la57_nrp integer
@attribute la57_s integer
@attribute la57_ts integer
@attribute la58_c real
@attribute la58_np integer
@attribute la58_s integer
@attribute la58_ts integer
@attribute la59_c real
@attribute la59_np integer
@attribute la59_nre integer
@attribute la59_nrp integer
@attribute la59_s integer
@attribute la59_ts integer
@attribute la60_c real
@attribute la60_np integer
@attribute la60_s integer
@attribute la60_ts integer
@attribute la61_c real
@attribute la61_np integer
@attribute la61_nre integer
@attribute la61_nrp integer
@attribute la61_s integer
@attribute la61_ts integer
@attribute la62_c real
@attribute la62_np integer
@attribute la62_nrp integer
@attribute la62_s integer
@attribute la62_ts integer
@attribute la63_c real
@attribute la63_np integer
@attribute la63_nre integer
@attribute la63_nrf integer
@attribute la63_nrp integer
@attribute la63_s integer
@attribute la63_ts integer
@attribute la64_c real
@attribute la64_np integer
@attribute la64_nre integer
@attribute la64_nrp integer
@attribute la64_s integer
@attribute la64_ts integer
@attribute la67_c real
@attribute la67_np integer
@attribute la67_nre integer
@attribute la67_nrp integer
@attribute la67_s integer
@attribute la67_ts integer
@attribute la68_c real
@attribute la68_np integer
@attribute la68_nrp integer
@attribute la68_s integer
@attribute la68_ts integer
@attribute la82_c real
@attribute la82_np integer
@attribute la82_s integer
@attribute la82_ts integer
@attribute la83_c real
@attribute la83_np integer
@attribute la83_s integer
@attribute la83_ts integer
@attribute la84_c real
@attribute la84_np integer
@attribute la84_nrf integer
@attribute la84_nrp integer
@attribute la84_s integer
@attribute la84_ts integer
@attribute la87_c real
@attribute la87_np integer
@attribute la87_nrf integer
@attribute la87_nrp integer
@attribute la87_s integer
@attribute la87_ts integer
@attribute la91_c real
@attribute la91_np integer
@attribute la91_s integer
@attribute la91_ts integer
@attribute tst real
@data
2954,0.9456521739130435,0.9423076923076923,0.875,0.89,0.86,1,1.0,0,6,1444706089541,1.0,0,0,18,1444707416842,1.0,0,3,1444706378102,1.0,0,6,1446235217907,1.0,0,6,1444187207099,1.0,0,3,1448054487034,1.0,0,0,12,1444706761555,1.0,0,21,1444408205646,1.0,0,1,0,15,1444225433089,1.0,0,3,1443379892280,1.0,0,3,1443380022103,1.0,0,3,1443380055003,1.0,0,6,1443379495443,0.0,-1,3,1443379773778,1.0,0,0,12,1447103060429,1.0,0,-1,3,1448831818050,1.0,0,3,1448831858537,1.0,0,-1,-1,3,1446236072624,1.0,0,6,1448832300162,1.0,0,-1,0,12,1448055667116,1.0,0,0,12,1447104190986,1.0,0,6,-1,0,45,1448057528262,1.0,0,-1,0,9,1447102847561,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,3,1442954198823,1.0,0,12,1443990521182,1.0,0,-1,0,12,1444225105281,1.0,0,3,0,18,1446237093688,-1,-1,-1,-1,0.8541666666666666
2955,0.8152173913043478,0.8990384615384616,0.0,0.33,0.0,1,1.0,0,3,1445277824060,1.0,0,0,15,1445282081334,1.0,0,6,1445280037623,1.0,0,3,1446234710307,0.0,-1,9,1444427912021,1.0,0,3,1447642480118,1.0,0,0,6,1445284922423,-1,-1,-1,-1,1.0,0,0,0,18,1444427553185,1.0,0,3,1443806186884,1.0,0,3,1443806262050,1.0,0,3,1443806414509,1.0,0,3,1443804607716,0.0,-1,3,1443804815036,1.0,0,0,6,1447206314807,1.0,0,-1,3,1448821200893,1.0,0,3,1448821224322,1.0,0,-1,0,6,1446241487506,1.0,0,3,1448821257983,1.0,0,-1,0,6,1447642656907,1.0,0,-1,3,1447205060887,1.0,0,-1,-1,0,6,1447642783190,1.0,1,3,1,27,1447206168593,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,6,1443053368045,0.0,-1,33,1444426450792,-1,-1,-1,-1,-1,-1,1.0,0,-1,-1,3,1446236399594,-1,-1,-1,-1,0.9166666666666666
2956,0.9130434782608695,0.9326923076923077,1.0,0.92,0.8866666666666667,1,1.0,0,6,1444868395121,1.0,0,-1,3,1444934077812,1.0,0,3,1444935833591,1.0,0,12,1446071873031,1.0,0,3,1444320130047,1.0,0,3,1447986774781,1.0,0,0,6,1444938355507,1.0,0,9,1444321488411,1.0,0,-1,0,6,1444319742530,1.0,0,3,1443571783400,1.0,0,3,1443572036924,1.0,0,3,1443572126078,1.0,0,3,1443571324934,0.0,-1,3,1443571595270,1.0,0,0,9,1447121063091,1.0,0,-1,3,1448640071337,1.0,0,21,1448640584152,1.0,0,1,0,12,1446077528882,1.0,0,3,1448640896852,1.0,0,-1,0,6,1447987558294,1.0,0,0,15,1447126727198,1.0,0,-1,3,0,18,1447988701263,1.0,0,-1,0,9,1447120440870,0.0,-1,-1,-1,3,1449264441409,1.0,0,0,9,1449263724462,1.0,0,6,1443061930784,1.0,0,3,1444316310833,1.0,0,-1,0,6,1444318369890,1.0,0,-1,-1,3,1446078340289,0.0,-1,15,1449264251356,0.9166666666666666
2957,0.8804347826086957,1.0,0.5875,0.72,0.56,1,1.0,0,6,1444791565860,1.0,0,-1,3,1444850415751,1.0,0,9,1444848958656,1.0,0,6,1446147811559,1.0,0,57,1444253378575,1.0,0,3,1447988779637,1.0,0,0,24,1444851182241,1.0,0,60,1444256094197,1.0,0,1,0,36,1444247882730,1.0,0,3,1443573116565,1.0,0,3,1443573167122,1.0,0,3,1443573215441,1.0,0,6,1443572961847,0.0,-1,3,1443573004711,1.0,0,0,6,1447091281710,1.0,0,0,15,1448599487852,1.0,0,9,1448599568123,0.0,-1,1,-1,15,1446149072715,1.0,0,18,1448599948730,0.0,-1,-1,-1,3,1447989652408,1.0,0,0,15,1447119969607,0.0,-1,3,0,-1,15,1447992058284,1.0,0,-1,-1,3,1447090888673,-1,-1,-1,-1,-1,-1,1.0,0,0,33,1449255140437,1.0,0,3,1442864248590,1.0,0,21,1443907895335,1.0,0,1,0,24,1443908817238,0.0,-1,-1,-1,3,1446242484822,-1,-1,-1,-1,0.9166666666666666
2958,0.9239130434782609,0.9807692307692307,0.9,0.88,0.9,1,1.0,0,3,1445129458173,1.0,0,-1,3,1445130094746,1.0,0,15,1445131245661,1.0,0,6,1446074111259,1.0,0,3,1444262956080,1.0,0,6,1448045679879,1.0,0,0,9,1445132231040,1.0,0,12,1444407783410,1.0,0,0,0,12,1444262006281,1.0,0,6,1443705431209,1.0,0,6,1443705890970,1.0,0,6,1443706007820,1.0,0,3,1443704993988,0.0,-1,3,1443705128259,1.0,0,-1,3,1446866382851,1.0,0,-1,3,1448566719732,1.0,0,12,1448566929429,1.0,0,3,0,15,1446077836206,1.0,0,15,1448567812688,1.0,0,2,0,18,1448046638380,1.0,0,0,6,1446868399796,1.0,0,5,4,0,39,1448048489262,1.0,0,-1,0,6,1446866103844,1.0,0,-1,0,6,1449101108908,1.0,0,0,45,1449100618454,1.0,0,3,1443105483009,1.0,0,6,1444259832546,1.0,0,-1,0,6,1444406240990,1.0,0,-1,0,12,1446173136046,1.0,0,12,1449101764498,0.6458333333333334
2960,0.7065217391304348,0.8413461538461539,0.575,0.76,0.78,0,1.0,1,12,1445209021375,0.0,-1,-1,21,1445209132355,0.0,-1,9,1445214229638,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,3,1443805640761,1.0,1,24,1443805843050,1.0,0,3,1443805897502,1.0,0,3,1443805499932,0.0,-1,3,1443805551817,0.0,-1,-1,3,1447194331110,1.0,0,0,6,1448950128387,1.0,0,3,1448950256255,-1,-1,-1,-1,-1,-1,1.0,0,75,1448999425638,-1,-1,-1,-1,-1,-1,0.0,-1,-1,3,1447194349384,-1,-1,-1,-1,-1,-1,-1,0.0,-1,-1,-1,3,1447194326433,0.0,-1,10,-1,33,1449254826942,0.0,-1,-1,39,1449254273139,1.0,0,3,1443034226634,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.8125
2961,0.9130434782608695,0.9711538461538461,0.9,0.83,0.7666666666666667,1,1.0,0,3,1444777027626,1.0,0,0,9,1444781982826,1.0,0,3,1444876754030,1.0,0,3,1445912937498,1.0,0,15,1444158832402,1.0,0,15,1447687691614,1.0,0,0,6,1444929941130,1.0,0,18,1444180238945,1.0,0,-1,-1,3,1444091853996,1.0,0,3,1443299193134,1.0,0,3,1443299251343,1.0,0,3,1443299292840,1.0,0,3,1443298974885,0.0,-1,3,1443299080220,1.0,1,1,6,1446848942982,1.0,0,-1,3,1448419013529,1.0,0,3,1448419047762,1.0,0,-1,0,6,1445993935180,1.0,0,3,1448419562282,1.0,0,3,0,45,1447859491404,1.0,0,-1,3,1446853117662,1.0,0,0,1,0,18,1447859623150,1.0,0,-1,-1,3,1446849032974,1.0,0,2,0,12,1449027912763,1.0,0,0,36,1449026097906,1.0,0,12,1442942873351,1.0,0,24,1444009211895,1.0,0,-1,0,6,1444090637286,1.0,0,-1,0,12,1445994775218,1.0,0,6,1449030132683,0.6875
2962,0.9347826086956522,0.9615384615384616,0.75,0.84,0.7733333333333333,1,1.0,0,3,1444799013438,1.0,0,-1,3,1444800556931,1.0,0,9,1444802080569,1.0,0,3,1445921598721,1.0,0,6,1443901005267,1.0,0,3,1447978580195,1.0,3,1,36,1445290711976,1.0,1,30,1444424805066,1.0,0,-1,-1,3,1443900692800,1.0,0,3,1443296806075,1.0,0,3,1443296835402,1.0,0,3,1443296848352,1.0,0,3,1443295542364,0.0,-1,3,1443295696811,1.0,0,-1,3,1446688962769,1.0,0,0,15,1448974783004,1.0,0,3,1448974862798,1.0,0,-1,-1,3,1445922815009,1.0,0,12,1448975208663,1.0,0,-1,-1,3,1447981910661,1.0,0,-1,3,1446692043497,1.0,0,-1,0,0,9,1447983735014,1.0,0,-1,-1,3,1446688761544,1.0,0,4,0,18,1449264548349,1.0,0,0,48,1449217469845,1.0,1,6,1442797728222,1.0,0,3,1443899613672,1.0,0,-1,-1,3,1443900350010,1.0,0,7,0,36,1445928011797,1.0,0,9,1449216987666,0.875
2963,0.9130434782608695,0.8317307692307693,0.525,0.78,0.7266666666666667,1,1.0,0,3,1444541212975,1.0,0,0,6,1444542019114,1.0,0,6,1444543571823,1.0,0,24,1445908570437,1.0,0,12,1444022689967,1.0,0,12,1447620029993,1.0,0,0,6,1444543985836,1.0,1,15,1444023275630,1.0,0,-1,0,18,1444022034311,1.0,0,3,1443322255363,1.0,0,3,1443322306234,1.0,0,3,1443322402435,1.0,0,3,1443322023261,0.0,-1,3,1443322152705,1.0,0,0,6,1446620042033,1.0,0,0,6,1448430981557,1.0,0,3,1448431055341,1.0,0,-1,0,6,1445908973887,1.0,0,3,1448431505753,1.0,0,-1,0,15,1447620620371,1.0,0,0,54,1446624648251,1.0,0,4,2,0,90,1447993778623,1.0,1,-1,1,6,1446619773316,1.0,0,7,0,36,1448925675872,1.0,0,0,6,1448865423806,1.0,0,3,1443073976127,1.0,0,45,1444020843010,1.0,0,-1,-1,3,1444021332002,1.0,1,0,1,12,1445909507390,1.0,0,3,1448925817879,0.8333333333333334
2964,0.8913043478260869,1.0,0.95,0.94,0.9333333333333333,1,1.0,0,3,1444853117022,1.0,0,-1,3,1444853888810,1.0,0,3,1444855130978,1.0,0,3,1446061717797,1.0,0,9,1444251202912,1.0,0,3,1447860509487,1.0,0,0,6,1444855827660,1.0,0,3,1444253308095,1.0,0,-1,-1,3,1444250328629,1.0,0,3,1443645987509,1.0,0,3,1443646348467,1.0,0,3,1443646401113,1.0,0,3,1443645456797,0.0,-1,3,1443645763446,1.0,0,-1,3,1446651006098,1.0,0,-1,3,1448465147941,1.0,0,3,1448465276331,1.0,0,-1,0,6,1446062256723,1.0,0,3,1448465668030,1.0,0,-1,-1,3,1447860942650,1.0,0,0,12,1446652365219,1.0,0,-1,-1,0,6,1447862099774,1.0,0,-1,-1,3,1446650860093,1.0,0,-1,-1,3,1449093208684,1.0,0,0,6,1449092293118,1.0,0,3,1443041328477,1.0,0,3,1444248768490,1.0,0,-1,-1,3,1444250106228,1.0,0,-1,-1,3,1446062819439,1.0,0,6,1449093882618,0.9166666666666666
2965,0.8152173913043478,0.9807692307692307,0.925,0.83,0.76,1,1.0,0,6,1444757595948,1.0,0,0,39,1445004883465,1.0,0,6,1445113334517,1.0,0,3,1446155905238,1.0,0,3,1444272707995,1.0,0,12,1447652885042,1.0,0,0,9,1445115330659,1.0,0,24,1444324835465,1.0,0,-1,-1,3,1444272538190,1.0,0,3,1443640830723,1.0,0,9,1443641130306,1.0,0,3,1443641300642,1.0,0,3,1443500850849,0.0,-1,3,1443586194091,1.0,0,0,6,1446941127084,1.0,0,-1,3,1448326866358,1.0,0,30,1448327877685,1.0,0,0,0,12,1446240530231,1.0,1,33,1448329507618,1.0,0,0,0,51,1447719481187,1.0,0,-1,3,1446944339690,1.0,0,2,0,0,18,1447722554235,1.0,0,0,0,18,1446940139915,1.0,0,3,0,15,1449194316213,1.0,0,0,27,1449193257203,1.0,0,3,1442786909752,0.0,0,57,1444354346431,1.0,0,-1,-1,3,1444272133144,1.0,0,-1,0,6,1446240739794,1.0,0,3,1449194465249,0.7916666666666666
2966,0.8913043478260869,0.9615384615384616,0.975,0.93,0.92,1,1.0,0,6,1444690491527,1.0,0,-1,3,1444690821234,1.0,0,9,1444698595718,1.0,0,3,1445958614454,1.0,0,3,1444009883596,1.0,0,9,1447560328511,1.0,0,0,15,1444699735207,1.0,0,3,1444010310473,1.0,0,2,0,15,1444009523965,1.0,0,3,1443393974055,1.0,0,6,1443394208068,1.0,0,3,1443394287660,1.0,0,3,1443391640532,0.0,-1,3,1443393804054,1.0,0,0,6,1446736807095,1.0,0,0,6,1448143020370,1.0,0,3,1448143068356,1.0,0,-1,0,9,1445960239098,1.0,0,9,1448144026995,1.0,0,-1,0,6,1447563193991,1.0,0,0,6,1446737753268,1.0,0,0,0,0,12,1447564132446,1.0,0,-1,0,6,1446736593523,1.0,0,2,0,12,1449023689743,1.0,0,0,12,1449022056194,1.0,0,3,1442799485524,1.0,0,9,1444002883816,1.0,0,-1,0,18,1444008934166,1.0,0,-1,0,33,1445964527298,1.0,0,12,1449024425803,0.875
2968,0.9565217391304348,0.8461538461538461,0.8875,0.74,0.6333333333333333,1,1.0,0,6,1445026901394,1.0,0,-1,3,1445274522263,1.0,0,3,1445283568995,1.0,0,3,1446224289144,1.0,0,6,1444340923833,1.0,0,3,1448057815968,1.0,0,0,6,1445283616378,1.0,0,12,1444425395546,1.0,0,-1,-1,3,1444340294317,1.0,0,3,1443675442948,1.0,0,3,1443675817261,1.0,0,3,1443676438162,1.0,0,3,1443655801834,0.0,-1,3,1443663839748,1.0,0,-1,3,1447201218426,1.0,0,-1,3,1448505458275,1.0,0,6,1448505663827,1.0,0,-1,-1,3,1446227069548,0.0,1,27,1448508212583,1.0,0,-1,-1,3,1448058365285,1.0,0,0,27,1447203073688,1.0,0,-1,-1,0,6,1448059232878,1.0,0,-1,0,12,1447201094234,0.0,-1,3,-1,21,1449270047825,1.0,0,-1,3,1449269282391,1.0,0,3,1443158607394,1.0,0,3,1444338298577,1.0,0,-1,-1,3,1444339928062,1.0,0,-1,0,6,1446235296040,1.0,0,3,1449268664825,0.6666666666666666
2970,0.9239130434782609,0.9807692307692307,0.65,0.66,0.49333333333333335,1,1.0,1,27,1445399338166,1.0,2,0,48,1445400401122,1.0,0,3,1445289090701,1.0,0,9,1446235674806,1.0,1,30,1446174206912,0.0,-1,3,1450205191002,1.0,0,-1,3,1445289045916,1.0,1,30,1446174768128,1.0,2,-1,1,15,1446173845466,1.0,0,3,1443543550826,1.0,0,3,1443543967323,1.0,0,9,1443561490541,1.0,0,6,1443542264701,0.0,-1,3,1443542469382,1.0,0,0,9,1447210595079,1.0,0,-1,3,1449007187034,1.0,0,3,1449007275239,1.0,0,2,0,27,1446236304591,1.0,0,3,1449007488727,-1,-1,-1,-1,-1,-1,1.0,0,0,15,1447210779226,-1,-1,-1,-1,-1,-1,-1,1.0,0,-1,0,6,1447210502050,1.0,0,-1,-1,3,1449269587557,1.0,0,-1,3,1449269773805,1.0,0,3,1442786529082,1.0,3,36,1446333457511,1.0,0,-1,0,15,1444416073491,1.0,0,-1,-1,3,1446236408173,1.0,0,3,1449269382590,0.6458333333333334
2972,0.8260869565217391,0.9326923076923077,0.6625,0.47,0.3333333333333333,0,1.0,0,6,1445113318144,1.0,0,0,18,1445194777268,1.0,0,48,1445196891190,-1,-1,-1,-1,1.0,0,12,1444417005606,-1,-1,-1,-1,1.0,0,0,6,1445197140156,1.0,0,9,1444417834988,1.0,0,1,0,9,1444415495626,1.0,0,3,1443454215706,1.0,0,21,1443454748086,1.0,0,3,1443454814124,1.0,0,3,1443453790328,0.0,-1,3,1443454054143,-1,-1,-1,-1,-1,1.0,0,-1,3,1449001516563,1.0,0,3,1449001589969,-1,-1,-1,-1,-1,-1,1.0,0,3,1449001796090,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,-1,4,-1,15,1449264763411,1.0,0,0,6,1449002310846,1.0,0,3,1443212874270,1.0,0,3,1444175734623,1.0,0,-1,0,18,1444412813652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.625
2975,0.8586956521739131,0.6538461538461539,0.0,0.24,0.0,0,1.0,0,3,1445017173113,1.0,0,0,6,1445017269368,1.0,0,24,1445018376625,0.0,-1,6,1449196793886,1.0,0,12,1445405303645,-1,-1,-1,-1,1.0,0,-1,3,1445018459502,1.0,0,30,1445406770266,1.0,0,1,0,33,1445404751770,1.0,1,21,1445387349212,1.0,1,27,1445387381495,1.0,1,9,1445387440097,1.0,1,6,1445387233482,0.0,-1,3,1443797980475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,66,1443198870931,1.0,0,9,1445400389577,1.0,3,1,2,30,1445403486540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.5208333333333334
2977,0.9347826086956522,0.9807692307692307,0.85,0.94,0.9333333333333333,1,1.0,0,3,1444694715307,1.0,0,0,6,1444695320811,1.0,0,3,1444696165111,1.0,0,6,1445908403097,1.0,0,12,1444234031968,1.0,0,42,1447896665994,1.0,0,0,21,1444696980642,1.0,0,21,1444257416219,1.0,0,-1,0,6,1444233664776,1.0,0,3,1443389635185,1.0,0,6,1443389737757,1.0,0,3,1443389779868,1.0,0,6,1443389553292,0.0,-1,3,1443389562682,1.0,0,-1,3,1446655740759,1.0,0,0,6,1448496178919,1.0,0,15,1448496591334,1.0,1,1,1,12,1445914550039,1.0,0,3,1448501032763,1.0,0,0,0,51,1447898200922,1.0,0,0,6,1446656357729,1.0,0,1,3,0,21,1447898966706,1.0,0,1,0,9,1446655539749,-1,-1,-1,-1,-1,-1,0.0,-1,-1,6,1448844473134,1.0,0,9,1442765485378,1.0,0,3,1444060838180,1.0,0,-1,0,27,1444256458582,1.0,0,5,0,69,1446075237466,-1,-1,-1,-1,0.9583333333333334
2978,0.9891304347826086,1.0,0.9625,0.95,0.9133333333333333,1,1.0,0,3,1444624371198,1.0,0,-1,3,1444624712830,1.0,0,15,1444626447250,1.0,0,9,1446070739694,1.0,0,3,1444259220329,1.0,0,6,1447895197707,1.0,0,0,15,1444627355747,1.0,0,9,1444259767802,1.0,0,-1,0,12,1444258987565,1.0,0,3,1443367594327,1.0,0,6,1443367303058,1.0,0,3,1443367325744,1.0,0,3,1443367102301,0.0,-1,6,1443367237415,1.0,0,-1,3,1446754587536,1.0,0,-1,3,1448496936602,1.0,0,6,1448497033155,1.0,0,2,0,24,1446071978887,1.0,0,21,1448497373415,1.0,0,-1,0,9,1447895904658,1.0,0,-1,3,1446754834734,1.0,0,5,-1,0,21,1447896776554,1.0,0,1,0,12,1446754521497,1.0,0,3,0,15,1449098914553,1.0,0,0,18,1449098117690,1.0,0,3,1443069567686,1.0,1,15,1444256746198,1.0,0,0,0,9,1444257907026,1.0,0,10,0,36,1446073577361,1.0,0,6,1449099650035,0.9583333333333334
2979,1.0,0.0,0.0,0.21,0.0,1,1.0,0,6,1444601470210,1.0,0,-1,3,1444601597680,1.0,0,12,1444602501448,1.0,0,3,1446222637064,1.0,0,3,1444360774337,-1,-1,-1,-1,0.0,0,0,18,1444603025851,1.0,0,3,1444361301785,1.0,0,1,0,9,1444360638549,1.0,0,3,1443818354834,1.0,0,6,1443818916954,1.0,0,6,1443818957467,1.0,0,6,1443817409188,0.0,-1,3,1443818221309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1,5,1,27,1446224995950,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,6,1443151916687,1.0,0,9,1444359745146,1.0,0,-1,0,6,1444360440321,1.0,0,-1,0,9,1446224332737,-1,-1,-1,-1,0.9166666666666666
2982,0.9021739130434783,0.9807692307692307,1.0,0.94,0.94,1,1.0,0,3,1444835471070,1.0,0,0,6,1444836285335,1.0,1,9,1444836919256,1.0,1,30,1450056000577,1.0,0,6,1444231864786,1.0,1,12,1450120761599,1.0,1,1,9,1444837936116,0.0,0,15,1444232479698,1.0,0,-1,-1,3,1444231740259,1.0,0,3,1443750350643,1.0,0,3,1443750437177,1.0,0,3,1443750484362,1.0,0,3,1443750098071,0.0,-1,3,1443750258214,1.0,1,0,9,1450057177045,1.0,0,-1,3,1448468079676,1.0,0,3,1448468169457,1.0,1,0,0,12,1450056332599,1.0,0,18,1448468604277,1.0,1,-1,0,9,1450121127358,1.0,1,0,36,1450057566391,1.0,1,3,-1,0,24,1450121564762,1.0,1,3,1,21,1450057084170,1.0,1,2,0,27,1450200686822,1.0,1,0,21,1450199584465,1.0,1,6,1443106550812,1.0,0,6,1444231184971,1.0,0,-1,-1,3,1444231622928,1.0,1,3,0,42,1450056640818,1.0,0,6,1448981494773,0.8541666666666666
2983,0.9456521739130435,0.9615384615384616,0.7375,0.47,0.2733333333333333,1,1.0,0,6,1445289405283,1.0,0,-1,3,1445139606927,1.0,0,6,1445289514935,1.0,0,21,1446235876040,1.0,0,9,1444424895921,-1,-1,-1,-1,1.0,0,-1,3,1445289641258,1.0,0,3,1444425150945,1.0,0,1,0,9,1444424779725,1.0,0,39,1443821633042,1.0,0,3,1443821997370,1.0,0,9,1443822057198,1.0,0,9,1443819258017,0.0,-1,3,1443819721357,1.0,0,-1,3,1447201341985,1.0,0,-1,3,1448579542705,1.0,0,3,1448579654898,1.0,0,-1,-1,3,1446235333392,1.0,0,3,1448580126330,-1,-1,-1,-1,-1,-1,1.0,0,0,6,1447201558232,-1,-1,-1,-1,-1,-1,-1,1.0,0,1,0,9,1447201250597,1.0,0,-1,-1,3,1449186124404,1.0,0,-1,3,1449185982383,1.0,0,3,1443196447481,1.0,0,3,1444425216266,1.0,0,-1,-1,3,1444424513864,1.0,0,-1,0,6,1446235739435,-1,-1,-1,-1,0.6041666666666666
2984,0.6195652173913043,0.6826923076923077,0.0,0.47,0.35333333333333333,1,1.0,1,9,1450209799164,1.0,0,0,9,1445273740901,1.0,0,12,1445274079757,1.0,0,15,1446223782741,0.0,0,162,1450207661738,0.0,0,27,1450201433150,0.0,-1,-1,69,1445275579249,1.0,0,6,1444426162161,1.0,1,2,0,69,1450207433683,1.0,1,9,1450169656266,1.0,1,48,1450169711956,1.0,1,21,1450169753950,1.0,1,18,1450169548065,0.0,-1,6,1450169580679,1.0,0,0,24,1447158869186,1.0,0,0,15,1448963331690,1.0,0,3,1448963078270,1.0,0,13,0,54,1446224708873,1.0,0,3,1448963389427,1.0,0,-1,0,6,1448038465426,1.0,0,0,24,1447159130282,1.0,0,2,6,0,48,1448038987338,1.0,0,-1,-1,3,1447158591149,1.0,0,-1,0,6,1449236891702,1.0,0,0,18,1449237101999,1.0,0,6,1450167435342,0.0,0,123,1450207010166,1.0,0,9,0,132,1444427438205,1.0,0,0,0,15,1446224991437,0.0,-1,6,1449260500765,0.6458333333333334
2986,0.8804347826086957,0.9711538461538461,0.9625,0.64,0.43333333333333335,0,1.0,0,48,1445117792391,1.0,0,-1,3,1445119150283,1.0,4,27,1445130003409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,0,18,1445131265270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,3,1443758777094,1.0,0,21,1443802812348,1.0,0,9,1443802866724,1.0,0,3,1443758063250,0.0,-1,3,1443758570532,1.0,0,0,6,1447191872165,1.0,0,-1,3,1449004006502,1.0,0,3,1449004056260,-1,-1,-1,-1,-1,-1,1.0,0,9,1449004247596,0.0,-1,-1,-1,3,1448051902167,1.0,0,-1,3,1447198319717,0.0,-1,1,-1,-1,6,1448052032030,1.0,0,-1,-1,3,1447191244703,1.0,0,-1,-1,3,1449258547424,1.0,0,0,6,1449254641599,1.0,0,3,1443201852698,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,0,3,1449259482282,0.6666666666666666
