@relation pcrs
@attribute course_class integer
@attribute la35_c real
@attribute la35_s integer
@attribute la36_c real
@attribute la36_s integer
@attribute la37_c real
@attribute la37_s integer
@attribute la39_c real
@attribute la39_s integer
@attribute la41_c real
@attribute la41_s integer
@attribute la42_c real
@attribute la42_s integer
@attribute la45_c real
@attribute la45_s integer
@attribute la47_c real
@attribute la47_s integer
@attribute la48_c real
@attribute la48_nrf integer
@attribute la48_s integer
@attribute la49_c real
@attribute la49_s integer
@attribute la50_c real
@attribute la50_s integer
@attribute la52_c real
@attribute la52_s integer
@attribute la54_c real
@attribute la54_s integer
@attribute la55_c real
@attribute la55_s integer
@attribute la56_c real
@attribute la56_s integer
@attribute la57_c real
@attribute la57_s integer
@attribute la58_c real
@attribute la58_s integer
@attribute la59_c real
@attribute la59_nre integer
@attribute la59_s integer
@attribute la60_c real
@attribute la60_s integer
@attribute la61_c real
@attribute la61_nre integer
@attribute la61_s integer
@attribute la62_c real
@attribute la62_s integer
@attribute la63_c real
@attribute la63_nre integer
@attribute la63_nrf integer
@attribute la63_s integer
@attribute la64_c real
@attribute la64_nre integer
@attribute la64_s integer
@attribute la67_c real
@attribute la67_nre integer
@attribute la67_s integer
@attribute la68_c real
@attribute la68_s integer
@attribute la82_c real
@attribute la82_s integer
@attribute la83_c real
@attribute la83_s integer
@attribute la84_c real
@attribute la84_nrf integer
@attribute la84_s integer
@attribute la87_c real
@attribute la87_nrf integer
@attribute la87_s integer
@attribute la91_c real
@attribute la91_s integer
@data
1,1.0,9,1.0,6,1.0,3,1.0,9,1.0,3,1.0,3,1.0,9,1.0,3,1.0,-1,3,1.0,6,1.0,3,1.0,6,1.0,3,0.0,3,1.0,3,1.0,3,1.0,3,1.0,4,18,1.0,3,1.0,-1,3,1.0,9,1.0,-1,-1,3,1.0,-1,3,1.0,0,27,1.0,36,1.0,3,1.0,12,1.0,-1,3,1.0,-1,3,1.0,3
0,1.0,3,0.0,9,1.0,12,0.0,12,0.0,9,-1.0,-1,0.0,6,0.0,9,0.0,1,15,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,1.0,3,-1.0,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,1.0,3,-1.0,-1,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,1.0,9,1.0,3,1.0,-1,3,-1.0,-1,-1,-1.0,-1
0,0.0,3,-1.0,-1,-1.0,-1,-1.0,-1,0.0,3,-1.0,-1,-1.0,-1,-1.0,-1,0.0,1,12,-1.0,-1,-1.0,-1,-1.0,-1,0.0,6,0.0,3,1.0,6,-1.0,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,0.0,18,-1.0,-1,-1,-1,1.0,1,15,-1.0,-1,-1,-1.0,-1,0.0,9,0.0,39,0.0,-1,3,-1.0,-1,-1,-1.0,-1
1,1.0,3,1.0,6,1.0,3,-1.0,-1,1.0,3,-1.0,-1,1.0,15,1.0,9,1.0,1,48,1.0,3,1.0,21,1.0,3,1.0,3,0.0,3,1.0,15,-1.0,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1,1.0,0,27,1.0,4,24,1.0,54,1.0,3,1.0,36,1.0,0,15,-1.0,-1,-1,1.0,51
1,1.0,12,1.0,33,1.0,21,1.0,6,1.0,3,1.0,15,1.0,78,1.0,6,1.0,-1,3,1.0,15,1.0,15,1.0,9,1.0,9,0.0,3,1.0,15,1.0,3,1.0,3,1.0,13,45,1.0,3,1.0,-1,6,1.0,3,1.0,8,-1,30,1.0,6,24,1.0,1,9,1.0,39,1.0,33,1.0,3,1.0,-1,6,1.0,-1,3,1.0,12
1,1.0,6,1.0,9,1.0,6,1.0,6,1.0,9,1.0,3,1.0,6,1.0,18,1.0,-1,3,1.0,3,1.0,12,1.0,3,1.0,3,0.0,3,1.0,6,1.0,3,1.0,3,1.0,1,21,1.0,6,1.0,-1,3,1.0,9,1.0,3,-1,15,1.0,-1,3,1.0,3,15,1.0,9,1.0,3,1.0,15,1.0,4,60,1.0,-1,3,1.0,6
1,1.0,3,1.0,3,1.0,15,1.0,3,-1.0,-1,1.0,3,1.0,9,-1.0,-1,-1.0,-1,-1,1.0,6,1.0,9,1.0,6,1.0,3,0.0,3,1.0,12,0.0,3,-1.0,-1,1.0,2,21,-1.0,-1,1.0,-1,6,1.0,3,1.0,2,0,24,1.0,-1,15,0.0,3,15,0.0,27,1.0,3,-1.0,-1,-1.0,-1,-1,1.0,2,21,1.0,9
1,1.0,15,1.0,126,1.0,27,0.0,36,1.0,174,0.0,63,0.0,6,1.0,6,1.0,2,228,1.0,18,1.0,54,1.0,12,1.0,6,0.0,3,1.0,12,1.0,3,1.0,9,0.0,3,24,1.0,9,0.0,4,54,1.0,24,1.0,1,-1,9,1.0,0,24,1.0,6,156,1.0,69,1.0,18,1.0,24,0.0,4,36,1.0,-1,102,1.0,279
1,1.0,3,1.0,3,1.0,30,1.0,3,1.0,15,1.0,3,1.0,9,1.0,27,1.0,-1,21,1.0,6,1.0,6,1.0,27,1.0,3,0.0,3,1.0,3,1.0,6,1.0,6,1.0,-1,6,1.0,3,0.0,-1,36,1.0,42,1.0,4,5,36,1.0,-1,6,1.0,-1,3,1.0,18,1.0,3,1.0,3,1.0,-1,6,0.0,5,45,1.0,9
1,1.0,3,1.0,39,1.0,9,1.0,18,1.0,6,1.0,6,1.0,3,1.0,6,1.0,-1,3,1.0,3,1.0,3,1.0,3,1.0,6,0.0,3,1.0,6,1.0,3,1.0,6,1.0,4,39,1.0,9,1.0,2,27,1.0,18,1.0,-1,3,15,1.0,-1,3,1.0,6,36,1.0,24,1.0,6,1.0,12,1.0,1,33,1.0,2,24,1.0,15
1,1.0,15,1.0,3,1.0,9,1.0,18,1.0,6,1.0,6,1.0,24,1.0,51,1.0,-1,30,1.0,3,1.0,6,1.0,3,1.0,3,0.0,3,1.0,6,1.0,15,1.0,15,1.0,3,45,1.0,24,1.0,8,66,1.0,54,1.0,2,4,60,1.0,4,24,1.0,46,150,1.0,186,1.0,3,1.0,24,1.0,-1,3,1.0,11,111,1.0,123
1,1.0,3,1.0,3,1.0,69,1.0,3,1.0,99,-1.0,-1,1.0,15,1.0,78,1.0,2,15,1.0,6,1.0,12,1.0,12,1.0,6,0.0,3,1.0,3,-1.0,-1,-1.0,-1,1.0,1,9,-1.0,-1,-1.0,-1,-1,1.0,3,-1.0,-1,-1,-1,1.0,0,27,-1.0,-1,-1,-1.0,-1,1.0,6,1.0,9,1.0,-1,9,0.0,1,12,-1.0,-1
1,1.0,3,1.0,60,1.0,3,1.0,27,1.0,3,1.0,3,1.0,6,1.0,18,1.0,-1,6,1.0,3,1.0,12,1.0,3,1.0,3,0.0,3,1.0,9,1.0,3,1.0,3,1.0,-1,3,1.0,15,1.0,3,27,1.0,12,1.0,0,1,15,1.0,-1,6,1.0,2,12,1.0,12,1.0,3,1.0,3,1.0,-1,9,1.0,-1,9,1.0,6
1,1.0,3,1.0,6,1.0,3,1.0,9,1.0,3,1.0,9,1.0,12,1.0,3,1.0,-1,3,1.0,3,1.0,3,1.0,6,1.0,3,0.0,3,1.0,3,0.0,3,-1.0,-1,1.0,1,15,-1.0,-1,1.0,-1,15,1.0,15,1.0,0,1,18,1.0,4,18,1.0,1,24,1.0,15,1.0,3,1.0,3,1.0,-1,3,1.0,0,21,1.0,3
1,1.0,6,1.0,51,1.0,3,-1.0,-1,1.0,3,-1.0,-1,1.0,24,1.0,18,1.0,-1,3,1.0,3,1.0,3,1.0,24,1.0,6,0.0,3,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,1.0,3,1.0,6,1.0,-1,6,-1.0,-1,-1,-1.0,-1
1,1.0,18,1.0,18,1.0,27,1.0,6,-1.0,-1,1.0,21,1.0,3,-1.0,-1,0.0,-1,6,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,1.0,24,1.0,6,1.0,9,0.0,-1,3,1.0,18,1.0,1,66,0.0,3,0.0,14,0,48,1.0,3,42,0.0,3,18,1.0,33,1.0,3,1.0,6,0.0,-1,24,0.0,-1,3,1.0,12
1,1.0,3,1.0,3,1.0,3,1.0,3,1.0,9,1.0,3,1.0,12,1.0,3,1.0,1,9,1.0,6,1.0,3,1.0,3,1.0,3,0.0,3,1.0,6,1.0,6,1.0,27,1.0,2,15,1.0,6,1.0,-1,3,1.0,3,1.0,-1,-1,3,1.0,0,9,1.0,-1,3,1.0,21,1.0,3,1.0,3,1.0,-1,3,1.0,-1,3,1.0,3
1,1.0,3,1.0,33,1.0,30,1.0,3,1.0,30,1.0,12,1.0,3,1.0,27,1.0,-1,3,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,1.0,9,1.0,6,1.0,6,1.0,5,27,1.0,6,1.0,-1,18,1.0,18,1.0,1,8,108,1.0,-1,9,1.0,-1,6,1.0,3,1.0,3,1.0,75,1.0,-1,6,1.0,2,18,1.0,12
1,1.0,3,1.0,3,1.0,6,1.0,3,1.0,6,1.0,6,1.0,15,1.0,9,1.0,-1,6,1.0,6,1.0,3,1.0,3,1.0,3,0.0,3,1.0,3,1.0,3,1.0,6,1.0,-1,3,1.0,3,0.0,-1,12,1.0,30,1.0,-1,3,15,1.0,-1,3,1.0,-1,3,1.0,9,1.0,3,1.0,12,1.0,-1,24,1.0,-1,6,1.0,6
1,1.0,3,1.0,15,1.0,3,0.0,3,1.0,6,1.0,36,0.0,3,0.0,36,1.0,2,12,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,-1.0,-1,1.0,6,1.0,6,-1.0,-1,-1,1.0,3,1.0,-1,3,-1.0,-1,0.0,1,-1,9,-1.0,-1,-1,0.0,4,15,0.0,54,-1.0,-1,1.0,9,1.0,-1,6,-1.0,-1,-1,-1.0,-1
1,1.0,6,1.0,9,1.0,6,1.0,69,-1.0,-1,1.0,21,1.0,15,-1.0,-1,0.0,-1,9,1.0,15,1.0,27,1.0,6,1.0,9,0.0,3,1.0,3,1.0,57,1.0,6,1.0,7,102,1.0,24,1.0,1,30,1.0,9,1.0,4,7,96,1.0,1,12,1.0,8,30,1.0,171,1.0,9,1.0,3,0.0,-1,3,1.0,-1,12,1.0,153
0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,1.0,15,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1
0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,1.0,9,-1.0,-1,-1.0,-1,1.0,3,1.0,-1,6,1.0,3,1.0,9,1.0,9,1.0,3,0.0,3,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,1.0,12,0.0,12,0.0,-1,3,-1.0,-1,-1,-1.0,-1
1,1.0,3,1.0,3,1.0,9,1.0,12,0.0,15,1.0,3,1.0,3,0.0,3,1.0,-1,15,1.0,3,1.0,9,1.0,3,1.0,3,0.0,3,1.0,3,1.0,3,1.0,3,1.0,-1,3,1.0,3,1.0,-1,6,1.0,6,1.0,-1,-1,6,1.0,-1,3,1.0,11,39,1.0,15,1.0,3,1.0,6,1.0,-1,9,1.0,-1,3,1.0,3
1,1.0,9,1.0,15,0.0,48,1.0,24,0.0,54,1.0,12,0.0,24,0.0,30,1.0,2,63,1.0,12,1.0,33,1.0,24,1.0,9,0.0,3,1.0,21,1.0,18,1.0,9,0.0,14,90,1.0,15,0.0,5,45,1.0,6,0.0,-1,0,6,0.0,4,30,-1.0,-1,-1,0.0,6,1.0,9,1.0,57,1.0,2,123,0.0,0,12,1.0,6
0,-1.0,-1,-1.0,-1,-1.0,-1,1.0,9,1.0,12,-1.0,-1,-1.0,-1,1.0,15,1.0,1,9,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,-1.0,-1,-1.0,-1,-1.0,-1,1.0,2,39,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,1.0,3,1.0,6,1.0,-1,6,0.0,2,9,-1.0,-1
1,1.0,21,1.0,21,1.0,3,0.0,45,0.0,36,1.0,3,1.0,45,1.0,21,0.0,-1,9,1.0,6,1.0,6,1.0,6,1.0,6,0.0,3,1.0,6,1.0,6,1.0,6,1.0,10,36,1.0,3,1.0,1,36,1.0,27,1.0,-1,-1,6,1.0,3,69,1.0,1,24,1.0,9,1.0,6,1.0,18,1.0,-1,30,1.0,1,24,0.0,21
1,1.0,3,1.0,12,1.0,18,1.0,6,1.0,21,1.0,3,1.0,42,1.0,6,1.0,-1,15,1.0,3,1.0,6,1.0,6,1.0,3,0.0,3,1.0,6,1.0,3,1.0,3,1.0,7,30,1.0,9,1.0,-1,3,1.0,3,1.0,-1,-1,6,1.0,7,27,1.0,5,39,1.0,27,-1.0,-1,1.0,33,1.0,1,12,1.0,0,9,1.0,18
1,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,6,1.0,3,1.0,-1,3,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,1.0,6,1.0,3,1.0,3,1.0,-1,3,1.0,3,1.0,-1,3,-1.0,-1,1.0,2,-1,12,1.0,1,12,1.0,2,12,1.0,12,1.0,3,1.0,3,1.0,-1,3,1.0,-1,3,1.0,12
1,1.0,3,1.0,21,1.0,12,1.0,3,1.0,6,1.0,3,1.0,33,1.0,3,1.0,-1,6,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,1.0,9,1.0,3,1.0,6,1.0,-1,6,1.0,15,1.0,-1,6,1.0,3,1.0,9,-1,33,1.0,-1,3,1.0,4,18,1.0,27,1.0,3,1.0,3,1.0,-1,9,1.0,0,36,1.0,24
1,1.0,42,1.0,36,1.0,42,0.0,21,0.0,102,1.0,3,1.0,18,1.0,21,1.0,0,45,1.0,9,1.0,36,1.0,21,1.0,12,0.0,3,1.0,3,1.0,3,1.0,18,1.0,1,30,1.0,3,1.0,1,15,1.0,15,1.0,-1,-1,3,1.0,-1,3,1.0,-1,3,1.0,15,1.0,6,1.0,12,1.0,-1,27,1.0,3,36,1.0,6
1,1.0,12,1.0,51,1.0,66,1.0,30,1.0,3,0.0,9,1.0,15,1.0,42,1.0,1,18,1.0,9,1.0,3,1.0,3,1.0,9,0.0,6,1.0,6,1.0,18,1.0,3,1.0,2,12,1.0,3,1.0,-1,3,1.0,42,1.0,-1,-1,3,1.0,-1,9,1.0,-1,6,1.0,3,1.0,9,1.0,54,1.0,-1,30,1.0,-1,9,0.0,27
1,1.0,3,1.0,9,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,9,1.0,-1,3,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,1.0,3,1.0,3,1.0,3,1.0,-1,9,1.0,3,1.0,-1,3,1.0,3,1.0,-1,-1,3,1.0,-1,6,1.0,2,12,1.0,6,1.0,3,1.0,3,1.0,-1,12,1.0,1,12,1.0,6
1,1.0,3,1.0,39,1.0,3,1.0,9,1.0,6,1.0,3,1.0,6,1.0,12,1.0,-1,6,1.0,6,1.0,3,1.0,3,1.0,3,0.0,3,1.0,6,1.0,3,1.0,9,1.0,-1,3,1.0,12,1.0,-1,15,1.0,6,1.0,4,9,48,1.0,-1,6,1.0,3,15,1.0,3,1.0,3,1.0,21,1.0,-1,24,1.0,0,9,1.0,9
1,1.0,6,1.0,6,1.0,12,1.0,6,1.0,12,1.0,9,1.0,18,1.0,12,1.0,-1,3,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,1.0,3,1.0,3,1.0,3,1.0,-1,3,1.0,3,1.0,-1,12,1.0,18,1.0,1,1,15,1.0,1,9,1.0,-1,6,1.0,24,1.0,30,1.0,15,1.0,-1,15,1.0,0,33,1.0,9
1,1.0,3,1.0,3,1.0,3,-1.0,-1,1.0,3,1.0,3,1.0,3,1.0,3,1.0,-1,3,1.0,3,1.0,3,1.0,3,1.0,6,0.0,3,1.0,3,1.0,3,1.0,6,-1.0,-1,-1,1.0,3,1.0,-1,3,1.0,3,1.0,-1,-1,3,1.0,1,9,1.0,2,15,1.0,42,1.0,27,1.0,3,1.0,-1,3,-1.0,-1,-1,1.0,12
1,1.0,18,1.0,12,1.0,129,1.0,12,1.0,21,1.0,6,1.0,45,0.0,3,1.0,2,21,1.0,3,1.0,3,1.0,3,1.0,6,0.0,3,0.0,9,1.0,6,1.0,3,0.0,15,120,1.0,33,0.0,0,42,0.0,3,0.0,8,-1,27,1.0,-1,9,0.0,1,6,0.0,57,1.0,3,1.0,39,0.0,-1,33,0.0,3,42,-1.0,-1
1,1.0,6,1.0,6,1.0,33,1.0,6,0.0,6,1.0,6,1.0,6,0.0,3,0.0,-1,18,1.0,3,1.0,6,1.0,3,1.0,3,0.0,3,0.0,21,1.0,6,1.0,3,1.0,3,18,0.0,3,1.0,-1,3,0.0,27,1.0,1,0,15,1.0,-1,3,-1.0,-1,-1,0.0,6,1.0,3,0.0,33,0.0,-1,18,1.0,1,18,-1.0,-1
1,1.0,12,1.0,6,1.0,3,1.0,21,1.0,12,1.0,6,1.0,6,1.0,24,1.0,-1,6,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,1.0,9,1.0,6,1.0,9,1.0,6,30,1.0,9,1.0,-1,3,1.0,18,1.0,-1,-1,3,1.0,1,15,1.0,-1,3,1.0,21,1.0,3,1.0,12,1.0,-1,6,1.0,-1,18,1.0,3
1,1.0,18,1.0,18,1.0,33,1.0,21,1.0,15,1.0,6,1.0,39,0.0,42,0.0,0,18,1.0,9,1.0,6,1.0,9,1.0,6,0.0,3,1.0,6,1.0,6,1.0,21,1.0,2,33,1.0,9,1.0,-1,3,1.0,6,1.0,-1,-1,6,0.0,-1,21,1.0,-1,3,1.0,3,1.0,9,1.0,9,1.0,-1,27,1.0,0,27,1.0,3
0,1.0,3,1.0,3,1.0,9,-1.0,-1,1.0,3,-1.0,-1,1.0,9,1.0,3,1.0,-1,6,1.0,6,1.0,6,1.0,3,1.0,6,0.0,3,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,1.0,3,1.0,3,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1
0,1.0,3,0.0,12,1.0,3,1.0,6,1.0,9,1.0,45,1.0,6,1.0,3,1.0,0,48,1.0,15,1.0,6,1.0,6,1.0,18,0.0,6,1.0,3,1.0,6,1.0,3,1.0,1,9,1.0,3,1.0,-1,3,1.0,3,1.0,-1,1,9,1.0,-1,3,1.0,-1,6,1.0,9,1.0,6,1.0,33,1.0,0,12,1.0,-1,6,1.0,3
1,1.0,6,1.0,15,1.0,9,1.0,12,1.0,45,1.0,3,1.0,24,1.0,33,1.0,-1,27,1.0,3,1.0,9,1.0,6,1.0,3,0.0,3,1.0,18,1.0,3,1.0,3,1.0,3,18,1.0,3,1.0,-1,12,1.0,12,1.0,-1,-1,6,1.0,-1,6,-1.0,-1,-1,-1.0,-1,1.0,3,1.0,12,1.0,-1,24,1.0,1,18,-1.0,-1
0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,0.0,3,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1,1.0,3,0.0,9,-1.0,-1,1.0,6,0.0,3,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,1.0,27,0.0,3,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1
1,1.0,3,1.0,3,1.0,15,1.0,12,1.0,24,1.0,3,1.0,45,1.0,27,1.0,2,33,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,1.0,3,1.0,12,1.0,9,1.0,1,9,1.0,9,1.0,-1,3,1.0,15,0.0,0,6,45,1.0,7,42,1.0,-1,6,1.0,6,1.0,6,1.0,15,1.0,-1,3,1.0,1,60,1.0,3
1,1.0,6,1.0,21,1.0,12,1.0,3,0.0,15,1.0,3,1.0,30,0.0,24,1.0,-1,6,1.0,3,1.0,3,1.0,12,1.0,3,0.0,3,1.0,6,1.0,3,1.0,9,1.0,4,42,1.0,3,1.0,2,27,1.0,9,0.0,13,6,114,1.0,-1,6,1.0,-1,9,1.0,18,1.0,45,1.0,18,-1.0,-1,-1,1.0,-1,15,1.0,18
1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,1.0,3,-1.0,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,1.0,3,-1.0,-1,-1,-1,1.0,-1,3,-1.0,-1,-1,-1.0,-1,1.0,3,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1
0,1.0,24,0.0,24,0.0,15,0.0,12,1.0,60,-1.0,-1,0.0,15,0.0,63,1.0,-1,51,0.0,9,1.0,75,1.0,27,1.0,3,0.0,3,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,1.0,3,0.0,30,0.0,-1,60,-1.0,-1,-1,-1.0,-1
1,1.0,9,1.0,42,1.0,3,1.0,6,1.0,207,1.0,15,1.0,93,1.0,57,1.0,-1,6,1.0,3,1.0,18,1.0,6,1.0,6,0.0,3,1.0,9,1.0,33,1.0,9,1.0,2,21,1.0,30,0.0,-1,15,1.0,33,1.0,1,2,36,1.0,-1,15,1.0,-1,9,0.0,24,1.0,6,1.0,33,1.0,-1,21,1.0,1,33,1.0,63
1,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,6,1.0,3,1.0,-1,3,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,1.0,3,1.0,3,1.0,6,1.0,-1,3,1.0,9,1.0,-1,6,1.0,6,1.0,-1,1,9,1.0,1,9,-1.0,-1,-1,0.0,15,1.0,3,1.0,3,1.0,-1,3,1.0,0,33,-1.0,-1
1,1.0,6,1.0,6,1.0,12,0.0,3,1.0,12,1.0,3,1.0,15,1.0,12,1.0,-1,3,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,1.0,3,1.0,9,1.0,21,-1.0,-1,-1,1.0,27,1.0,-1,6,1.0,3,1.0,4,2,51,1.0,-1,3,-1.0,-1,-1,-1.0,-1,1.0,3,1.0,6,1.0,-1,15,-1.0,-1,-1,-1.0,-1
1,1.0,18,1.0,3,1.0,33,1.0,6,1.0,3,1.0,3,1.0,3,1.0,15,1.0,1,12,1.0,3,1.0,3,1.0,3,1.0,6,0.0,3,1.0,6,0.0,12,-1.0,-1,1.0,1,9,-1.0,-1,1.0,-1,3,1.0,12,1.0,-1,-1,3,1.0,-1,3,-1.0,-1,-1,-1.0,-1,1.0,3,1.0,9,1.0,-1,12,1.0,-1,3,0.0,3
1,1.0,6,1.0,90,1.0,15,1.0,12,1.0,27,1.0,6,1.0,33,1.0,42,1.0,-1,12,1.0,6,1.0,42,1.0,12,1.0,6,0.0,9,1.0,9,1.0,3,1.0,3,1.0,1,12,1.0,9,1.0,-1,3,1.0,15,1.0,-1,-1,3,1.0,1,12,1.0,3,15,1.0,6,1.0,6,0.0,18,1.0,-1,9,1.0,-1,3,1.0,3
1,1.0,15,1.0,45,1.0,12,1.0,24,1.0,45,1.0,15,1.0,30,1.0,24,1.0,1,48,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,1.0,3,1.0,12,1.0,3,1.0,3,15,0.0,12,1.0,0,60,1.0,3,1.0,9,2,57,1.0,-1,6,1.0,5,27,1.0,18,1.0,3,1.0,6,1.0,-1,3,1.0,-1,9,1.0,6
0,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,1.0,9,-1.0,-1,-1.0,-1,0.0,27,1.0,-1,3,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,1.0,3,1.0,9,1.0,-1,3,-1.0,-1,-1,-1.0,-1
1,1.0,6,1.0,12,1.0,9,1.0,3,1.0,6,1.0,6,1.0,12,0.0,45,1.0,-1,9,1.0,3,1.0,3,1.0,3,1.0,3,0.0,3,1.0,9,1.0,3,1.0,3,1.0,-1,6,1.0,3,1.0,1,39,1.0,15,1.0,1,3,24,1.0,1,9,1.0,4,18,1.0,51,1.0,3,1.0,9,1.0,-1,9,0.0,0,18,1.0,3
0,1.0,3,1.0,60,1.0,12,1.0,15,1.0,36,-1.0,-1,1.0,15,1.0,21,1.0,-1,6,1.0,6,1.0,33,1.0,9,1.0,6,0.0,3,-1.0,-1,-1.0,-1,-1.0,-1,1.0,7,78,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,1.0,3,1.0,99,1.0,-1,12,0.0,1,45,-1.0,-1
1,1.0,12,1.0,21,1.0,75,1.0,18,1.0,93,1.0,21,1.0,54,1.0,51,1.0,2,60,1.0,12,1.0,33,1.0,12,1.0,15,0.0,3,1.0,33,1.0,3,1.0,3,1.0,3,72,1.0,12,1.0,-1,9,1.0,42,1.0,-1,-1,3,1.0,1,15,1.0,-1,3,1.0,9,1.0,24,1.0,27,1.0,1,45,1.0,0,69,1.0,6
1,1.0,9,1.0,6,1.0,3,1.0,3,1.0,6,1.0,3,1.0,6,1.0,39,1.0,-1,15,1.0,3,1.0,9,1.0,3,1.0,6,0.0,3,1.0,3,1.0,3,1.0,6,1.0,1,9,1.0,9,1.0,-1,3,1.0,6,1.0,-1,-1,6,1.0,-1,3,1.0,-1,6,1.0,24,1.0,15,1.0,90,1.0,-1,24,1.0,-1,3,1.0,6
1,1.0,12,1.0,3,1.0,6,1.0,33,1.0,54,1.0,3,1.0,3,1.0,96,1.0,0,27,1.0,12,1.0,30,1.0,9,1.0,18,0.0,6,1.0,6,1.0,3,1.0,3,1.0,6,24,1.0,3,1.0,22,75,1.0,15,1.0,-1,-1,3,1.0,-1,6,1.0,-1,6,1.0,6,1.0,15,1.0,30,1.0,-1,54,1.0,4,39,1.0,21
0,1.0,3,1.0,6,1.0,33,-1.0,-1,1.0,6,-1.0,-1,1.0,198,1.0,9,1.0,1,21,1.0,3,1.0,21,1.0,3,1.0,3,0.0,3,-1.0,-1,-1.0,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1,-1.0,-1,-1,-1.0,-1,-1,-1.0,-1,1.0,9,1.0,3,0.0,8,99,-1.0,-1,-1,-1.0,-1
